0.90544,0.70257,0.88938,0.97645,0.50581,0.12681,0.19287,0.77276,0.11828,0.61412,0.29550,0.04280,0.49900,0.89445,0.01310,0.89868,0.93715,0.84120,0.86146,0.02403,0.10902,0.00818,0.57749,0.42165,0.19651,0.63700,0.20930,0.24585,0.33035,0.48224,0.91806,0.28595,0.31842,0.68487,0.80614,0.00177,0.00989,0.59813,0.06240,0.46637,0.71427,0.22548,0.12777,0.39458,0.85739,0.50243,0.33742,0.01925,0.00332,0.68758,0.20044,0.81579,0.54159,0.11427,0.48220,0.37616,0.21202,0.63865,0.85075,0.91313,0.23339,0.15981,0.36556,0.87473
0.24657,0.93556,0.78763,0.80262,0.43003,0.17964,0.46222,0.24207,0.25503,0.04141,0.29836,0.21645,0.72130,0.95691,0.90522,0.08982,0.57057,0.92896,0.99904,0.12844,0.91836,0.12931,0.34704,0.84292,0.89568,0.40150,0.06593,0.77535,0.45029,0.08832,0.80723,0.21229,0.73004,0.24709,0.42811,0.48733,0.89051,0.96353,0.50315,0.81275,0.16778,0.73233,0.57739,0.51798,0.79521,0.37066,0.34813,0.33046,0.19509,0.91213,0.91023,0.06732,0.21102,0.42176,0.49370,0.36652,0.41466,0.43151,0.61459,0.82367,0.44004,0.61779,0.75101,0.83249
0.01786,0.29222,0.57822,0.51427,0.86096,0.67053,0.37165,0.21357,0.35473,0.61419,0.53038,0.53537,0.94229,0.67339,0.62744,0.43455,0.55933,0.21168,0.16130,0.65433,0.83182,0.49169,0.47262,0.09753,0.72960,0.90720,0.28410,0.83932,0.58331,0.29223,0.21781,0.52427,0.79461,0.11524,0.01305,0.69044,0.78825,0.57488,0.75619,0.24643,0.01091,0.69857,0.50296,0.70267,0.71557,0.76040,0.80047,0.95689,0.26793,0.63182,0.35580,0.04565,0.10285,0.01494,0.88636,0.13785,0.08218,0.66074,0.15128,0.36803,0.31241,0.73961,0.96878,0.33333
0.14916,0.79944,0.84150,0.66898,0.23625,0.61777,0.50703,0.48319,0.15255,0.72017,0.72306,0.02883,0.80519,0.44010,0.99276,0.88958,0.42215,0.83190,0.10611,0.72402,0.38117,0.98442,0.11227,0.65063,0.01897,0.12246,0.32777,0.89293,0.40580,0.56412,0.28320,0.58890,0.52824,0.50814,0.67531,0.84969,0.37088,0.71940,0.60092,0.67852,0.92097,0.34715,0.81169,0.84600,0.06740,0.65153,0.97993,0.47647,0.89798,0.90142,0.18810,0.58983,0.25059,0.71070,0.01128,0.03380,0.32255,0.82032,0.92351,0.47750,0.87328,0.82720,0.98423,0.84233
0.63550,0.72785,0.72200,0.75939,0.73579,0.78315,0.31730,0.17900,0.53270,0.38557,0.17309,0.32312,0.61686,0.89053,0.15018,0.11929,0.30161,0.48397,0.56847,0.82002,0.82603,0.37738,0.07653,0.97234,0.13859,0.36297,0.42365,0.02830,0.97160,0.31822,0.69163,0.24584,0.63226,0.52614,0.48276,0.33539,0.91383,0.91099,0.20150,0.72502,0.11676,0.07581,0.90891,0.64203,0.30478,0.74567,0.71980,0.91132,0.30168,0.17913,0.19762,0.81479,0.28923,0.09086,0.88331,0.18498,0.15800,0.84654,0.58305,0.45907,0.87839,0.75986,0.45584,0.48295
0.03783,0.62144,0.82325,0.98674,0.21235,0.08708,0.81798,0.03692,0.85474,0.20354,0.16484,0.87525,0.36776,0.46843,0.09657,0.38692,0.21594,0.59994,0.57687,0.52617,0.44315,0.62155,0.30124,0.03391,0.08019,0.47315,0.67852,0.92295,0.77900,0.02679,0.31699,0.24044,0.95656,0.46597,0.43123,0.39840,0.54354,0.36469,0.87138,0.28873,0.66100,0.13853,0.94172,0.64022,0.88472,0.15006,0.88080,0.27661,0.60069,0.42888,0.58813,0.04460,0.59106,0.73511,0.82925,0.85184,0.03867,0.76047,0.40943,0.38092,0.97825,0.79764,0.54280,0.23150
0.33805,0.89670,0.47050,0.58034,0.18044,0.46113,0.68017,0.38668,0.89652,0.57138,0.21317,0.56670,0.94432,0.54889,0.95081,0.11269,0.13415,0.75898,0.18583,0.03935,0.12014,0.31333,0.19033,0.03769,0.53021,0.91043,0.47484,0.83783,0.10415,0.85762,0.84965,0.09673,0.44476,0.24677,0.23066,0.49784,0.88369,0.46475,0.49636,0.46717,0.26196,0.64106,0.25573,0.91006,0.05960,0.03582,0.45124,0.93519,0.94982,0.22996,0.49809,0.40829,0.47302,0.95893,0.23156,0.45876,0.31708,0.21700,0.22573,0.78270,0.88384,0.23371,0.84407,0.14269
0.42270,0.27548,0.68133,0.99251,0.78107,0.44801,0.29772,0.28146,0.98754,0.09028,0.93576,0.19948,0.06778,0.28021,0.65759,0.06257,0.53488,0.86379,0.42491,0.50129,0.30447,0.87125,0.33688,0.76672,0.87268,0.00358,0.42206,0.57428,0.79239,0.78715,0.28434,0.95939,0.39003,0.50289,0.12938,0.13142,0.48043,0.57385,0.37812,0.72045,0.15129,0.19541,0.33802,0.38826,0.67030,0.33400,0.37681,0.31182,0.65431,0.86120,0.26983,0.78977,0.57532,0.35263,0.24387,0.49951,0.04657,0.14875,0.10468,0.22526,0.79628,0.24063,0.19650,0.95412
0.85020,0.95524,0.63257,0.33599,0.24305,0.03529,0.42983,0.29124,0.22226,0.88160,0.95894,0.78368,0.10686,0.61536,0.81130,0.73384,0.91767,0.17682,0.48934,0.54935,0.97785,0.07266,0.61244,0.29305,0.40583,0.52145,0.30811,0.40971,0.95380,0.80252,0.57758,0.61751,0.32530,0.62347,0.19126,0.62825,0.91262,0.44913,0.98409,0.14158,0.73760,0.54052,0.00014,0.02074,0.12520,0.41667,0.68324,0.83867,0.64643,0.15703,0.09773,0.96221,0.29429,0.07884,0.00783,0.42051,0.59421,0.14889,0.42092,0.24405,0.16701,0.07204,0.72553,0.53748
0.22282,0.15746,0.17694,0.95594,0.13776,0.29833,0.51740,0.19403,0.32338,0.84093,0.25600,0.40834,0.02576,0.58462,0.57034,0.04899,0.06326,0.76414,0.66849,0.50494,0.49329,0.18338,0.43775,0.04767,0.35452,0.94283,0.58563,0.31851,0.44841,0.55011,0.22876,0.68506,0.82699,0.46745,0.15749,0.15192,0.96712,0.08319,0.64209,0.75847,0.37552,0.65325,0.08847,0.46306,0.08872,0.56137,0.43833,0.60535,0.14762,0.61389,0.61784,0.90877,0.79217,0.24575,0.15673,0.76705,0.98684,0.94074,0.89489,0.50112,0.84971,0.31963,0.24879,0.82933
