0.37523,0.08205,0.18163,0.83706,0.42332,0.38655,0.03826,0.13903,0.74366,0.02060,0.95418,0.71147,0.57978,0.53993,0.14371,0.87246,0.84238,0.02345,0.81801,0.72020,0.40659,0.22801,0.42442,0.58623,0.32778,0.83530,0.77950,0.55816,0.99563,0.18142,0.10738,0.00019,0.77613,0.54983,0.54986,0.23062,0.85493,0.50372,0.17856,0.41361,0.78612,0.93134,0.53417,0.59612,0.40916,0.71709,0.66877,0.51645,0.20127,0.72961,0.68454,0.41231,0.33121,0.41492,0.43691,0.37082,0.24888,0.99841,0.61585,0.61728,0.59797,0.46801,0.39033,0.90363
0.16489,0.78731,0.16034,0.45973,0.90174,0.66497,0.47500,0.42652,0.16358,0.67886,0.54987,0.61245,0.95856,0.97503,0.50706,0.92126,0.77635,0.69864,0.68394,0.67653,0.17750,0.01801,0.92967,0.65161,0.59410,0.08214,0.75045,0.64133,0.90359,0.32927,0.07003,0.42267,0.03709,0.70021,0.53325,0.39253,0.36070,0.39432,0.58944,0.82560,0.09544,0.89689,0.67539,0.83638,0.19092,0.85664,0.07220,0.17849,0.60210,0.74010,0.84580,0.10031,0.30172,0.32400,0.20612,0.59961,0.02842,0.52987,0.51157,0.23122,0.82026,0.50163,0.52125,0.60272
0.89467,0.18771,0.42246,0.54532,0.74646,0.55878,0.33940,0.56133,0.23331,0.72169,0.86731,0.56276,0.81101,0.39845,0.16241,0.35569,0.51453,0.58392,0.53517,0.23192,0.26452,0.64390,0.87858,0.98144,0.84227,0.92411,0.79813,0.21588,0.95206,0.73224,0.10624,0.85268,0.54080,0.21524,0.68633,0.87215,0.70864,0.83053,0.63248,0.66412,0.13082,0.92441,0.66795,0.42328,0.37887,0.06162,0.31156,0.38259,0.00156,0.52883,0.48210,0.10523,0.60396,0.91956,0.41271,0.74213,0.83019,0.38272,0.07989,0.10177,0.53735,0.57395,0.86551,0.90668
0.87744,0.15884,0.74016,0.97624,0.53426,0.23891,0.71655,0.71422,0.90424,0.53896,0.54166,0.14045,0.09211,0.25541,0.85025,0.35355,0.93069,0.91599,0.45342,0.48539,0.89218,0.26452,0.65433,0.97921,0.28421,0.25767,0.13967,0.17906,0.18214,0.52320,0.48796,0.30466,0.33316,0.38428,0.45754,0.45818,0.23984,0.08595,0.15270,0.62808,0.87202,0.35754,0.37659,0.45961,0.72013,0.18031,0.09232,0.04384,0.30004,0.75244,0.62715,0.00022,0.12485,0.05965,0.59401,0.72752,0.30352,0.96951,0.71145,0.01955,0.72874,0.39577,0.33708,0.27302
0.98331,0.96730,0.94447,0.21512,0.82691,0.36551,0.37154,0.15692,0.66499,0.80866,0.94948,0.50426,0.62908,0.52232,0.47190,0.90789,0.26713,0.25698,0.33418,0.81330,0.90847,0.66658,0.86327,0.40697,0.81979,0.67701,0.60371,0.62248,0.71202,0.64937,0.99206,0.52669,0.10787,0.07617,0.48426,0.55104,0.34492,0.43638,0.28446,0.91446,0.81410,0.43975,0.17653,0.57691,0.33355,0.40909,0.39521,0.00497,0.84140,0.32627,0.10866,0.07234,0.21566,0.75598,0.88545,0.69253,0.10788,0.55188,0.80255,0.28765,0.90404,0.30876,0.65751,0.93556
0.06618,0.19596,0.37832,0.28599,0.17111,0.25792,0.49657,0.56042,0.80678,0.70105,0.10601,0.48735,0.43845,0.50292,0.53686,0.85802,0.52582,0.09760,0.87524,0.12853,0.58333,0.90648,0.55356,0.62681,0.93020,0.65235,0.34232,0.75540,0.38892,0.01680,0.68134,0.16664,0.61174,0.29412,0.59673,0.70788,0.83982,0.38138,0.54318,0.38054,0.03169,0.61768,0.32977,0.80901,0.56789,0.77125,0.47296,0.22018,0.11995,0.45413,0.11168,0.23054,0.17469,0.37662,0.73673,0.39418,0.39575,0.46371,0.71546,0.87914,0.50976,0.06560,0.85261,0.07635
0.65373,0.72823,0.32457,0.65904,0.99719,0.17179,0.78210,0.02032,0.78432,0.12297,0.01331,0.39794,0.74222,0.61791,0.07384,0.91799,0.68855,0.94260,0.64458,0.46658,0.81072,0.81146,0.17976,0.68793,0.79203,0.45728,0.50765,0.78599,0.10487,0.68974,0.69014,0.78510,0.66207,0.24071,0.14325,0.84342,0.30483,0.04074,0.80610,0.13760,0.73371,0.78982,0.43957,0.62046,0.06507,0.83606,0.66960,0.23395,0.90215,0.10322,0.41565,0.22387,0.16126,0.70019,0.58457,0.57230,0.49921,0.76038,0.71376,0.75346,0.51491,0.03630,0.24077,0.01140
0.12538,0.30077,0.87148,0.32787,0.08583,0.56216,0.48249,0.69386,0.51818,0.81481,0.23906,0.04814,0.79906,0.34136,0.39139,0.81457,0.04717,0.47263,0.92762,0.78086,0.59514,0.76514,0.76926,0.05252,0.20597,0.44622,0.91104,0.61298,0.70637,0.00514,0.10556,0.04448,0.25231,0.71155,0.87210,0.28679,0.22093,0.79675,0.96028,0.83468,0.40910,0.80488,0.21558,0.05074,0.29161,0.38912,0.91642,0.58525,0.99838,0.71087,0.90079,0.91646,0.92549,0.99467,0.73254,0.83603,0.35474,0.93115,0.89338,0.24425,0.56384,0.02949,0.25955,0.28164
0.73896,0.65581,0.19145,0.48681,0.35493,0.31811,0.26153,0.61389,0.10587,0.84958,0.95671,0.62448,0.94778,0.31618,0.71371,0.43474,0.63122,0.88681,0.85944,0.66762,0.50688,0.59501,0.16790,0.69500,0.19826,0.25777,0.52851,0.23919,0.48173,0.53298,0.31330,0.18745,0.98130,0.20780,0.18559,0.21172,0.18456,0.20672,0.81460,0.61324,0.83465,0.87052,0.39023,0.24880,0.68408,0.81590,0.25554,0.76594,0.08044,0.66260,0.14615,0.85306,0.23290,0.07242,0.35997,0.11461,0.94015,0.01047,0.55711,0.16769,0.71881,0.53386,0.09889,0.02906
0.19380,0.24715,0.55104,0.29184,0.71939,0.89949,0.46668,0.43589,0.93394,0.03057,0.48334,0.85145,0.00230,0.58736,0.70773,0.55416,0.41270,0.78883,0.51957,0.21628,0.38297,0.31704,0.07039,0.23967,0.32481,0.33895,0.80391,0.94127,0.27959,0.30034,0.62073,0.13986,0.20232,0.26185,0.16596,0.08135,0.35789,0.92307,0.50340,0.08487,0.41251,0.58532,0.10817,0.82396,0.07112,0.65575,0.85137,0.69892,0.21277,0.11047,0.28280,0.13123,0.74424,0.23417,0.99452,0.96505,0.12620,0.26880,0.03503,0.31377,0.48363,0.49843,0.96964,0.94507
0.44560,0.99595,0.27432,0.03370,0.91185,0.82069,0.95135,0.64774,0.21678,0.33020,0.78915,0.61292,0.49904,0.13674,0.43966,0.92172,0.05609,0.71777,0.41985,0.59639,0.21280,0.26677,0.52847,0.99225,0.32590,0.82104,0.30108,0.76760,0.52816,0.68405,0.03313,0.57426,0.47701,0.57683,0.98201,0.09479,0.07360,0.13031,0.13936,0.14422,0.35379,0.74805,0.73756,0.92719,0.03855,0.85558,0.57938,0.80982,0.39073,0.51715,0.89875,0.16320,0.02036,0.54698,0.76216,0.61591,0.08100,0.07977,0.17037,0.28208,0.21949,0.27205,0.31419,0.30325
0.43585,0.68450,0.25263,0.82045,0.27599,0.88880,0.89846,0.21567,0.51435,0.52676,0.94619,0.74436,0.40126,0.79254,0.69873,0.40576,0.78251,0.07245,0.56550,0.30366,0.24213,0.10419,0.24639,0.42063,0.80746,0.06459,0.11451,0.26309,0.52807,0.51200,0.18631,0.62548,0.96563,0.55625,0.09150,0.34926,0.21068,0.86437,0.73718,0.96162,0.91239,0.50971,0.18532,0.21211,0.89852,0.69800,0.28751,0.39486,0.89517,0.72585,0.61390,0.57786,0.31090,0.78010,0.84031,0.35805,0.21581,0.83470,0.38051,0.32690,0.43762,0.27375,0.41535,0.40153
