0.11067,0.10449,0.03241,0.05118,0.59631,0.13449,0.00360,0.68876,0.13580,0.13449,0.49954,0.41859,0.33637,0.06064,0.49464,0.94427,0.69667,0.89687,0.49652,0.64551,0.76256,0.03519,0.18271,0.35604,0.02509,0.25011,0.95207,0.20273,0.20287,0.41427,0.11048,0.91661
0.55910,0.17904,0.18452,0.50897,0.47114,0.07086,0.91392,0.73352,0.18722,0.77439,0.28308,0.42789,0.76504,0.32511,0.69353,0.71617,0.91874,0.28500,0.14000,0.90143,0.60277,0.36278,0.68559,0.62390,0.25080,0.11169,0.51660,0.43477,0.80043,0.88076,0.89130,0.57734
0.21511,0.02873,0.66178,0.68854,0.85704,0.03484,0.51369,0.44093,0.80478,0.07316,0.25415,0.23730,0.29933,0.48598,0.12320,0.68583,0.50781,0.96579,0.06340,0.96967,0.26268,0.21974,0.82951,0.01765,0.25105,0.50801,0.61618,0.99219,0.91601,0.90472,0.04072,0.66100
0.60385,0.50319,0.75373,0.98710,0.63233,0.67766,0.48587,0.06906,0.30513,0.41086,0.13038,0.16422,0.43763,0.76649,0.15345,0.59584,0.72878,0.62440,0.30058,0.88626,0.85698,0.32375,0.56853,0.15706,0.70152,0.82952,0.74511,0.90332,0.59437,0.64993,0.54502,0.51741
0.33369,0.25322,0.68513,0.14228,0.56597,0.36277,0.34898,0.92056,0.54338,0.88949,0.98833,0.32284,0.14832,0.07451,0.94473,0.48241,0.74153,0.83449,0.77940,0.32372,0.64224,0.99073,0.69701,0.73737,0.56541,0.21277,0.38608,0.24538,0.52376,0.65519,0.90668,0.69645
0.81651,0.49627,0.36061,0.02160,0.40717,0.51604,0.28897,0.11798,0.38227,0.39721,0.40823,0.04070,0.65801,0.51302,0.47998,0.10544,0.27228,0.40826,0.89286,0.27614,0.35750,0.21638,0.31505,0.91708,0.72218,0.43754,0.77446,0.17169,0.81317,0.73706,0.02164,0.68876
0.09443,0.85634,0.38299,0.99977,0.43566,0.59345,0.18388,0.64884,0.78225,0.33823,0.52798,0.42928,0.31782,0.75922,0.51795,0.90428,0.55928,0.58767,0.56149,0.93447,0.42177,0.47658,0.54701,0.86542,0.23666,0.34227,0.79961,0.94995,0.12118,0.51718,0.41200,0.69927
0.38917,0.20306,0.01383,0.89001,0.94081,0.30296,0.49187,0.09727,0.62484,0.20098,0.34841,0.56318,0.69512,0.08262,0.98739,0.17474,0.39468,0.44175,0.43053,0.81608,0.41995,0.14687,0.36513,0.09308,0.31001,0.21265,0.30473,0.01330,0.59795,0.03892,0.02227,0.15717
0.17358,0.49204,0.07104,0.14781,0.00967,0.20969,0.73495,0.19085,0.93956,0.00121,0.12265,0.17920,0.54431,0.14807,0.78631,0.39537,0.81937,0.83770,0.47621,0.13455,0.48747,0.45617,0.69457,0.76314,0.54496,0.26142,0.86662,0.83661,0.95491,0.70227,0.37033,0.74840
0.95040,0.51715,0.24054,0.19640,0.24118,0.20867,0.86274,0.76703,0.94337,0.64623,0.16691,0.99672,0.77983,0.19395,0.78999,0.47106,0.37511,0.33423,0.62180,0.00274,0.91578,0.49581,0.89816,0.84620,0.94671,0.02798,0.61714,0.23547,0.74179,0.98652,0.24630,0.54128
0.76171,0.93193,0.73406,0.05751,0.57082,0.17326,0.22700,0.45033,0.26663,0.32518,0.28054,0.84432,0.10541,0.77227,0.70693,0.21014,0.49473,0.59392,0.74832,0.52061,0.55570,0.62321,0.57698,0.15866,0.78874,0.54984,0.56809,0.77868,0.38621,0.07920,0.18036,0.14823
0.17708,0.43534,0.52911,0.36546,0.10079,0.50923,0.65710,0.05610,0.09285,0.50790,0.03340,0.35694,0.72567,0.15441,0.05866,0.85110,0.24175,0.40559,0.14924,0.28520,0.34236,0.95248,0.37561,0.41434,0.56800,0.78409,0.01581,0.42464,0.98549,0.05186,0.43775,0.71050
0.27520,0.36596,0.10047,0.68786,0.13328,0.70639,0.92861,0.94746,0.45498,0.28619,0.95403,0.52333,0.42248,0.89831,0.25210,0.08201,0.61822,0.21194,0.55360,0.80045,0.90222,0.47773,0.82908,0.02938,0.34704,0.75876,0.33118,0.21014,0.69725,0.02805,0.04971,0.67272
0.11983,0.10098,0.97534,0.82576,0.09428,0.67846,0.78241,0.35329,0.52081,0.37945,0.98754,0.57398,0.27534,0.20393,0.50574,0.41394,0.98970,0.11278,0.17750,0.39827,0.68821,0.36803,0.49394,0.85450,0.97065,0.15374,0.98712,0.80688,0.91673,0.11108,0.86125,0.55073
0.88070,0.98143,0.73845,0.11581,0.77729,0.48647,0.45866,0.60233,0.57744,0.87393,0.62374,0.84241,0.27137,0.10641,0.66196,0.40535,0.39568,0.02135,0.01227,0.93812,0.55017,0.56967,0.26468,0.68159,0.25857,0.92859,0.14880,0.22662,0.90477,0.37767,0.78975,0.83507
0.99298,0.57061,0.90063,0.70351,0.83620,0.33260,0.72910,0.33950,0.13278,0.63239,0.34500,0.24126,0.30322,0.86788,0.46758,0.89542,0.50915,0.99152,0.05174,0.39285,0.04071,0.29584,0.15872,0.10964,0.88804,0.61364,0.19718,0.33435,0.94591,0.22178,0.87425,0.60937
0.78445,0.75136,0.98414,0.90974,0.96691,0.43566,0.73515,0.01119,0.25210,0.83281,0.00994,0.26042,0.01234,0.28546,0.32666,0.90179,0.84099,0.32426,0.71299,0.75610,0.44599,0.49237,0.80696,0.38291,0.53201,0.71449,0.33895,0.48077,0.17801,0.83375,0.15299,0.51789
0.08167,0.85740,0.47287,0.26913,0.62827,0.77980,0.62219,0.42434,0.02415,0.75362,0.66785,0.63254,0.56562,0.60736,0.01283,0.99607,0.72231,0.23312,0.02001,0.57233,0.85640,0.19397,0.99309,0.82741,0.22568,0.12612,0.28984,0.74569,0.56305,0.11011,0.67391,0.48743
