0.98667,0.98796,0.57043,0.41458,0.70501,0.70717,0.14106,0.37087,0.26230,0.75977,0.86424,0.10654,0.17441,0.78509,0.23829,0.24977
0.68201,0.80856,0.44253,0.90802,0.17948,0.68622,0.48445,0.80670,0.44337,0.60880,0.32391,0.33337,0.13301,0.39081,0.69596,0.96977
0.48923,0.80526,0.58684,0.81241,0.83359,0.31788,0.26309,0.95049,0.58506,0.05239,0.89087,0.09147,0.34706,0.62352,0.97691,0.95291
0.75149,0.80576,0.46429,0.84046,0.37495,0.31327,0.51343,0.05257,0.29195,0.93536,0.00990,0.92764,0.94633,0.55460,0.02607,0.45630
0.97532,0.71992,0.96391,0.15976,0.11412,0.36767,0.26179,0.70788,0.60191,0.32886,0.04304,0.86462,0.19469,0.80552,0.24786,0.17739
0.44330,0.52731,0.48377,0.01830,0.65441,0.83200,0.86700,0.24088,0.08905,0.85759,0.16483,0.23375,0.01198,0.56538,0.25370,0.57658
0.94223,0.48885,0.29005,0.85342,0.23079,0.12420,0.56064,0.82512,0.11114,0.67511,0.48663,0.56324,0.50601,0.36770,0.79886,0.82337
0.84484,0.98053,0.50881,0.72426,0.88680,0.54436,0.15798,0.06617,0.68174,0.67998,0.24502,0.71397,0.92911,0.80110,0.60600,0.76177
0.80187,0.79458,0.92845,0.93504,0.94855,0.35828,0.74083,0.02673,0.96069,0.65241,0.42081,0.00847,0.76251,0.33509,0.05464,0.82751
0.08108,0.93878,0.47195,0.47678,0.63808,0.69878,0.15944,0.30474,0.06399,0.17481,0.69573,0.93047,0.14777,0.81156,0.05294,0.48012
0.62729,0.53140,0.21658,0.85579,0.12060,0.22528,0.80022,0.32316,0.95647,0.69134,0.92145,0.76502,0.10410,0.71178,0.65073,0.58965
0.92370,0.30517,0.89993,0.45133,0.84295,0.19100,0.83453,0.55411,0.10873,0.62034,0.27892,0.49169,0.47672,0.23301,0.40463,0.23639
0.31271,0.89764,0.20076,0.34421,0.72580,0.30238,0.43949,0.27056,0.23385,0.78770,0.60953,0.32998,0.99932,0.70677,0.35039,0.30042
0.71488,0.47520,0.56448,0.09743,0.65714,0.74125,0.08461,0.33457,0.75198,0.64167,0.72414,0.66497,0.12793,0.83493,0.81507,0.65283
0.01840,0.63462,0.63235,0.54825,0.00594,0.70776,0.24594,0.50762,0.55756,0.73875,0.67016,0.48656,0.61221,0.30357,0.69652,0.56127
0.34710,0.98543,0.86164,0.09988,0.80932,0.02363,0.65409,0.74219,0.34555,0.82783,0.72585,0.24136,0.04356,0.42756,0.07224,0.68966
