0.71019,0.33396,0.25349,0.72368,0.54970,0.95477,0.31488,0.88838,0.22479,0.55835,0.88884,0.31175,0.19903,0.08432,0.12763,0.59797,0.11970,0.26893,0.40697,0.56961,0.59613,0.09665,0.90345,0.55662,0.79922,0.57196,0.71447,0.82028,0.39967,0.65154,0.68699,0.63558,0.88995,0.41088,0.94153,0.60047,0.34076,0.36087,0.66883,0.70373,0.99793,0.71521,0.45768,0.36521,0.05287,0.22731,0.87567,0.89670,0.55101,0.92092,0.19463,0.79446,0.34978,0.09006,0.77298,0.53465,0.37022,0.08419,0.54706,0.16122,0.72649,0.28707,0.07840,0.30182,0.32087,0.45761,0.60358,0.90324,0.61424,0.17540,0.23299,0.78464,0.86584,0.06073,0.38457,0.52658,0.03534,0.44414,0.00675,0.94202,0.12483,0.88661,0.48206,0.02853,0.11691,0.41491,0.55596,0.12901,0.86420,0.14651,0.98921,0.23079,0.43804,0.28569,0.51504,0.21735,0.22430,0.42160,0.18766,0.23591,0.50152,0.26385,0.53645,0.41296,0.06993,0.49529,0.52760,0.28388,0.93445,0.43739,0.35233,0.07774,0.07091,0.12343,0.91702,0.93623,0.33021,0.18483,0.00591,0.47041,0.04119,0.62721,0.10409,0.04555,0.69795,0.79234,0.92026,0.00071,0.87289,0.73465,0.07266,0.29192,0.97832,0.95280,0.54794,0.93666,0.78938,0.29362,0.62235,0.78961,0.75000,0.48194,0.07029,0.85468,0.56584,0.71178,0.80688,0.03878,0.10129,0.29348,0.97800,0.59328,0.89061,0.68639,0.16677,0.23488,0.09846,0.51017,0.34825,0.68147,0.71664,0.27519,0.76043,0.01520,0.19210,0.88621,0.71732,0.40646,0.21643,0.26348,0.19741,0.32447,0.73182,0.82631,0.88677,0.04524,0.57230,0.25762,0.91857,0.61089,0.58272,0.83469,0.06212,0.62367,0.47848,0.51317,0.43696,0.46464,0.50370,0.10587,0.41264,0.28046,0.72069,0.66921,0.69831,0.82870,0.59592,0.59071,0.05190,0.75831,0.23576,0.99726,0.54245,0.83760,0.18730,0.45175,0.32026,0.83152,0.62803,0.84570,0.97049,0.51011,0.43586,0.40997,0.60310,0.26984,0.67880,0.62583,0.39174,0.38704,0.99498,0.54539,0.62136,0.44166,0.60135,0.90999,0.52847,0.35971,0.43792,0.36944,0.38448,0.24023,0.23760,0.08307,0.78199,0.44085,0.33451,0.27164,0.28694,0.27524,0.92168,0.66875,0.00491,0.16552,0.61230,0.91926,0.21537,0.74087,0.68699,0.36710,0.78938,0.86483,0.33731,0.21123,0.91206,0.92506
0.03283,0.80939,0.54278,0.45027,0.01159,0.84455,0.95785,0.10441,0.84751,0.79808,0.49205,0.99981,0.97580,0.95156,0.51492,0.10025,0.70565,0.72829,0.17358,0.04167,0.38096,0.53185,0.50981,0.06173,0.84348,0.98817,0.17760,0.49761,0.08639,0.66353,0.50116,0.73495,0.65167,0.19323,0.56387,0.83998,0.10444,0.63242,0.46766,0.99301,0.14594,0.86887,0.64438,0.35892,0.11577,0.70818,0.60982,0.18666,0.55109,0.87897,0.70711,0.92641,0.17491,0.06855,0.36794,0.30035,0.97521,0.37908,0.68750,0.60653,0.74841,0.74087,0.95069,0.31273,0.00581,0.05492,0.96147,0.53319,0.64349,0.30822,0.09771,0.48431,0.64042,0.87550,0.03165,0.09005,0.39917,0.81725,0.43721,0.28263,0.75603,0.51422,0.85654,0.62220,0.91558,0.93817,0.22251,0.73517,0.47964,0.46956,0.09522,0.32271,0.00553,0.90664,0.27848,0.36975,0.93525,0.35846,0.81097,0.00392,0.18874,0.95006,0.10781,0.48918,0.90020,0.19969,0.84842,0.45233,0.51422,0.01736,0.45372,0.02813,0.10057,0.69750,0.19635,0.35212,0.18647,0.00402,0.30275,0.46172,0.47973,0.51084,0.19131,0.63949,0.58231,0.34371,0.04504,0.00109,0.28535,0.95495,0.69636,0.06662,0.85158,0.12732,0.16534,0.46204,0.12851,0.88300,0.89521,0.30944,0.47518,0.72594,0.43820,0.03371,0.27189,0.90056,0.39650,0.96289,0.59932,0.74353,0.14057,0.89069,0.35009,0.93105,0.65093,0.88191,0.59407,0.09254,0.23346,0.39659,0.78635,0.72833,0.04890,0.58698,0.05218,0.41708,0.08104,0.76340,0.20395,0.14719,0.69733,0.34339,0.16017,0.24877,0.22300,0.58106,0.40564,0.58634,0.76048,0.83032,0.91288,0.54086,0.16034,0.94301,0.58707,0.99629,0.28457,0.45135,0.33099,0.32762,0.27038,0.19461,0.55836,0.72210,0.95721,0.59704,0.24590,0.88603,0.94272,0.73648,0.79994,0.26413,0.48786,0.32786,0.38263,0.52980,0.63981,0.25892,0.11089,0.36888,0.60295,0.30029,0.22727,0.18330,0.21329,0.15805,0.02058,0.93746,0.62168,0.09363,0.30087,0.52939,0.67289,0.31989,0.01301,0.88102,0.50447,0.49742,0.91245,0.47043,0.78137,0.82148,0.25164,0.76425,0.17706,0.35080,0.15072,0.86670,0.33798,0.36014,0.41345,0.05430,0.41681,0.59569,0.25387,0.72099,0.99498,0.64030,0.93265,0.76696,0.26875,0.38167,0.50313,0.10374,0.47034,0.73121
0.55969,0.85706,0.77779,0.92454,0.92246,0.69509,0.39240,0.83085,0.00731,0.18314,0.72800,0.08818,0.13740,0.92069,0.09231,0.84827,0.32634,0.44921,0.37954,0.45926,0.66959,0.59915,0.87578,0.94745,0.71954,0.87198,0.26958,0.64239,0.15589,0.70241,0.41176,0.84999,0.22389,0.60307,0.92963,0.30014,0.57575,0.86452,0.97517,0.19255,0.66585,0.17402,0.71657,0.19272,0.71551,0.51032,0.70498,0.60408,0.43254,0.78409,0.77265,0.41781,0.48224,0.98512,0.78602,0.15223,0.01219,0.87112,0.21126,0.29165,0.77067,0.44729,0.37848,0.52278,0.60139,0.16682,0.63518,0.64534,0.97797,0.88665,0.57584,0.05110,0.38065,0.99111,0.19553,0.57295,0.06241,0.99456,0.36482,0.18072,0.72234,0.35453,0.13255,0.07059,0.25452,0.12425,0.23605,0.02343,0.38275,0.15516,0.63923,0.12465,0.55524,0.48833,0.73608,0.34291,0.26018,0.84952,0.06940,0.61065,0.05704,0.00858,0.40591,0.50755,0.17655,0.23570,0.89082,0.14463,0.26668,0.46466,0.33112,0.77785,0.95528,0.11456,0.09715,0.59781,0.66419,0.09558,0.64421,0.22212,0.59231,0.08325,0.77496,0.28663,0.00167,0.70590,0.26681,0.40910,0.02713,0.00704,0.93261,0.43462,0.22245,0.87476,0.08269,0.40345,0.70209,0.16291,0.63597,0.19051,0.07809,0.50384,0.33869,0.38043,0.62989,0.25905,0.62297,0.03007,0.55050,0.66273,0.92500,0.18847,0.80345,0.16053,0.33748,0.73669,0.59903,0.12879,0.11133,0.45356,0.71114,0.93602,0.60995,0.05415,0.25707,0.95464,0.47486,0.30354,0.96938,0.95536,0.48335,0.94552,0.53226,0.03230,0.22975,0.33037,0.96721,0.07446,0.28247,0.55911,0.03594,0.39922,0.01526,0.65890,0.52762,0.95660,0.63233,0.09663,0.98202,0.29903,0.13242,0.56288,0.79122,0.84750,0.28157,0.67797,0.08493,0.85544,0.59490,0.35193,0.02449,0.33647,0.38464,0.97710,0.91921,0.62334,0.18440,0.98759,0.45756,0.48595,0.04759,0.49118,0.55048,0.02933,0.89242,0.35222,0.91562,0.48525,0.04247,0.17076,0.49150,0.29045,0.33641,0.45519,0.70148,0.71439,0.38208,0.77922,0.70168,0.76160,0.52415,0.01903,0.88683,0.28197,0.60456,0.29035,0.97331,0.69579,0.99174,0.62808,0.46031,0.42821,0.19417,0.79152,0.71780,0.38887,0.41240,0.09634,0.60171,0.71190,0.07729,0.20139,0.12968,0.07726,0.16265,0.76822
0.26974,0.90968,0.92850,0.70899,0.13021,0.74926,0.94784,0.42441,0.77685,0.38927,0.91088,0.56954,0.70782,0.02484,0.22262,0.88408,0.79385,0.95050,0.70884,0.26458,0.31726,0.59978,0.00336,0.20878,0.65495,0.73202,0.19560,0.71097,0.72855,0.09757,0.65739,0.40389,0.15913,0.76786,0.68714,0.64806,0.44190,0.33285,0.74131,0.04109,0.30581,0.96819,0.90922,0.48251,0.68110,0.38280,0.92089,0.74673,0.11329,0.85982,0.38326,0.68281,0.12373,0.90207,0.07709,0.72381,0.75847,0.30780,0.11432,0.95757,0.74451,0.55955,0.01545,0.57282,0.79906,0.15352,0.30841,0.51126,0.73255,0.94984,0.17710,0.43175,0.56507,0.77372,0.29501,0.84117,0.83080,0.01487,0.92400,0.52561,0.06500,0.28039,0.35731,0.42011,0.43602,0.56112,0.26819,0.29243,0.06983,0.18303,0.77782,0.72009,0.85681,0.89652,0.37679,0.77570,0.49992,0.87995,0.30639,0.82206,0.26895,0.65646,0.81789,0.99723,0.62601,0.60292,0.82630,0.97119,0.74133,0.05291,0.45242,0.10953,0.37936,0.37017,0.16319,0.54100,0.82018,0.44236,0.60939,0.40629,0.04367,0.03450,0.33128,0.88288,0.00760,0.45862,0.39358,0.91670,0.10234,0.64809,0.36678,0.77524,0.23240,0.41853,0.03658,0.81418,0.49377,0.25269,0.51783,0.34740,0.57444,0.72193,0.41861,0.36654,0.67267,0.69735,0.66750,0.79655,0.15217,0.73777,0.32880,0.43609,0.20933,0.10062,0.90726,0.76112,0.11347,0.10239,0.61542,0.89109,0.27071,0.45837,0.38099,0.85006,0.62141,0.75834,0.45541,0.70711,0.30387,0.14760,0.59693,0.48062,0.78441,0.12849,0.96561,0.12005,0.07974,0.24523,0.15755,0.80964,0.35801,0.05094,0.99085,0.96360,0.49388,0.20644,0.91660,0.06999,0.93685,0.83573,0.90655,0.55362,0.70430,0.11482,0.54523,0.73565,0.22180,0.26954,0.56939,0.51305,0.51233,0.45966,0.02371,0.54580,0.26145,0.48265,0.05607,0.02983,0.18619,0.50516,0.12134,0.74837,0.47081,0.53188,0.18685,0.92297,0.03423,0.73524,0.73025,0.86779,0.50960,0.27050,0.96960,0.60312,0.21270,0.18807,0.12946,0.66750,0.58815,0.49099,0.79661,0.53999,0.29054,0.04202,0.88788,0.66757,0.88142,0.66751,0.02500,0.10990,0.99653,0.28072,0.35864,0.41592,0.94980,0.06403,0.48473,0.69337,0.81611,0.01960,0.37726,0.76415,0.05396,0.08513,0.38097,0.08495
0.35710,0.76621,0.13260,0.69345,0.78354,0.33416,0.15575,0.31131,0.21002,0.28498,0.31943,0.29214,0.64060,0.39170,0.86892,0.77605,0.23825,0.12096,0.84389,0.76898,0.70941,0.11589,0.80578,0.86307,0.87027,0.63198,0.70048,0.85896,0.26322,0.54826,0.76810,0.56978,0.96311,0.75426,0.65288,0.85982,0.03003,0.64830,0.91467,0.67150,0.57609,0.26563,0.20280,0.99586,0.53488,0.76638,0.34249,0.94793,0.41212,0.68587,0.78643,0.73935,0.61637,0.78535,0.81197,0.71837,0.19872,0.75028,0.81316,0.29954,0.27445,0.45851,0.16687,0.63192,0.54175,0.19331,0.16129,0.92002,0.88132,0.35153,0.72205,0.87625,0.88583,0.19160,0.04836,0.26233,0.44102,0.15877,0.01553,0.89293,0.85385,0.47627,0.50248,0.43757,0.05116,0.36921,0.82290,0.42823,0.86095,0.92457,0.01738,0.44116,0.74263,0.47602,0.75198,0.81549,0.55644,0.03471,0.53486,0.61120,0.99389,0.74158,0.43402,0.63276,0.04904,0.82230,0.93165,0.79316,0.50417,0.14419,0.64717,0.94645,0.20954,0.41216,0.91318,0.74033,0.38502,0.78497,0.73305,0.07270,0.55082,0.75368,0.54542,0.21692,0.43730,0.30725,0.99283,0.30829,0.91515,0.50895,0.94097,0.67831,0.96727,0.19529,0.25125,0.51015,0.95228,0.00386,0.95794,0.89858,0.55489,0.35711,0.35069,0.35437,0.48855,0.33910,0.80999,0.85693,0.82127,0.42979,0.20953,0.94001,0.62291,0.65756,0.74047,0.04282,0.38411,0.94700,0.35737,0.14096,0.20443,0.41187,0.63601,0.53566,0.58323,0.15754,0.51317,0.62418,0.34200,0.42846,0.17056,0.52836,0.40509,0.65700,0.32826,0.16539,0.81131,0.93563,0.64283,0.18915,0.08557,0.78349,0.14375,0.25460,0.21409,0.41993,0.63511,0.48348,0.00858,0.02021,0.01627,0.46006,0.25389,0.37728,0.87124,0.55196,0.25651,0.24029,0.74618,0.19001,0.58724,0.47636,0.94395,0.07217,0.46454,0.41606,0.61831,0.92181,0.31535,0.98771,0.23601,0.01861,0.69708,0.93857,0.56184,0.18187,0.15883,0.62873,0.61477,0.24355,0.86283,0.16413,0.18220,0.26110,0.59298,0.21449,0.12679,0.85339,0.19116,0.16531,0.45400,0.67283,0.43862,0.84922,0.73875,0.71789,0.46231,0.22983,0.45471,0.91816,0.26321,0.99667,0.81920,0.46926,0.32194,0.42530,0.58741,0.70629,0.47016,0.85789,0.57513,0.89529,0.29630,0.93362,0.59618,0.38892
0.71680,0.11418,0.20408,0.88387,0.21060,0.05619,0.44811,0.10133,0.13540,0.98749,0.18865,0.47143,0.79557,0.57863,0.75710,0.83304,0.54146,0.27611,0.41432,0.04253,0.86343,0.86821,0.24466,0.04875,0.46585,0.81686,0.28070,0.46122,0.55334,0.37733,0.26018,0.10025,0.27993,0.39328,0.09195,0.56798,0.82228,0.79068,0.90291,0.28867,0.79982,0.95790,0.87409,0.08231,0.99883,0.18353,0.79685,0.63988,0.39487,0.95289,0.31226,0.23039,0.39299,0.34203,0.32933,0.26468,0.88656,0.19996,0.63984,0.49934,0.33645,0.35638,0.90332,0.76936,0.10549,0.97063,0.49969,0.17464,0.90568,0.25220,0.03840,0.99149,0.68574,0.45519,0.95237,0.19739,0.05301,0.49377,0.31410,0.62500,0.90747,0.94089,0.55884,0.92044,0.32353,0.16847,0.44329,0.12563,0.84947,0.10213,0.98848,0.00897,0.09338,0.30405,0.50185,0.55092,0.43344,0.87383,0.54449,0.39331,0.23606,0.15726,0.42835,0.34179,0.84896,0.78179,0.19540,0.32359,0.12739,0.42167,0.22896,0.95044,0.73854,0.02949,0.09211,0.33586,0.26939,0.90601,0.93878,0.12973,0.96347,0.39047,0.85882,0.91617,0.33545,0.20673,0.03475,0.73504,0.39869,0.48832,0.31776,0.61639,0.68761,0.07067,0.14799,0.60699,0.72814,0.26781,0.75993,0.47822,0.30962,0.95275,0.99662,0.23327,0.78504,0.16805,0.09966,0.15626,0.79404,0.01047,0.35830,0.35773,0.23782,0.27334,0.21334,0.13948,0.29150,0.58076,0.95176,0.47574,0.95475,0.50533,0.84774,0.95351,0.39515,0.81485,0.59648,0.53096,0.08521,0.31919,0.42538,0.52797,0.90544,0.62665,0.47566,0.50896,0.55656,0.02627,0.19398,0.30254,0.48643,0.38092,0.21332,0.93891,0.71297,0.45722,0.01841,0.94433,0.14000,0.22699,0.45137,0.37064,0.77572,0.22371,0.11989,0.36923,0.51813,0.84522,0.76241,0.16293,0.63412,0.80781,0.92305,0.39853,0.24444,0.25077,0.21456,0.79326,0.85568,0.65995,0.55474,0.77298,0.65294,0.80084,0.70964,0.74522,0.71988,0.04325,0.11524,0.15372,0.92802,0.71588,0.48059,0.61872,0.05430,0.69955,0.27967,0.16920,0.19665,0.60650,0.68465,0.75199,0.28113,0.61686,0.15724,0.17019,0.04331,0.97819,0.20754,0.16269,0.89874,0.29852,0.61407,0.80374,0.93412,0.10241,0.93376,0.65332,0.09672,0.35793,0.67614,0.51768,0.98379,0.78948,0.29645,0.95180
0.26287,0.13598,0.10900,0.63817,0.08147,0.01026,0.41721,0.82645,0.64932,0.95501,0.27832,0.63274,0.92197,0.56383,0.00606,0.30756,0.39594,0.75662,0.18758,0.92790,0.27929,0.30580,0.13277,0.54886,0.72043,0.59342,0.68139,0.40974,0.78255,0.46282,0.42232,0.19203,0.88473,0.27808,0.75866,0.06069,0.94555,0.80216,0.04350,0.76368,0.58739,0.66224,0.57242,0.78313,0.69874,0.40919,0.96150,0.32942,0.41575,0.47691,0.25042,0.91636,0.07714,0.86425,0.04008,0.73164,0.73122,0.62646,0.02058,0.60771,0.86892,0.62327,0.28264,0.21222,0.90246,0.42747,0.96686,0.95495,0.97052,0.56508,0.62732,0.13470,0.89747,0.42165,0.50338,0.87760,0.39390,0.11497,0.84497,0.89317,0.77681,0.03683,0.75256,0.89314,0.30676,0.89491,0.83139,0.65128,0.43613,0.50259,0.36942,0.08586,0.72584,0.50063,0.48834,0.64924,0.67809,0.55913,0.98043,0.86023,0.02469,0.42041,0.23073,0.94991,0.93607,0.38558,0.32010,0.14346,0.74072,0.39160,0.02419,0.57213,0.25106,0.65241,0.66748,0.10143,0.16424,0.84182,0.83732,0.60592,0.25170,0.92665,0.91970,0.25463,0.72585,0.29933,0.27371,0.60013,0.98810,0.58988,0.81772,0.55143,0.85988,0.06388,0.78570,0.10137,0.33943,0.26202,0.15704,0.39289,0.70935,0.14245,0.92945,0.13412,0.13829,0.45724,0.81562,0.26523,0.83363,0.78062,0.67052,0.24914,0.34655,0.21438,0.15187,0.50945,0.26780,0.43668,0.12059,0.39129,0.86685,0.75944,0.47070,0.71039,0.02274,0.46347,0.41983,0.59477,0.08980,0.06806,0.41635,0.97567,0.62085,0.39328,0.12224,0.69946,0.23136,0.09829,0.07957,0.94873,0.76236,0.79823,0.48308,0.75671,0.31128,0.53650,0.81289,0.94392,0.78132,0.02273,0.78980,0.26519,0.01799,0.29010,0.48678,0.40123,0.90505,0.04562,0.58570,0.55133,0.41154,0.66821,0.90834,0.30808,0.01375,0.60709,0.01226,0.07239,0.71037,0.96214,0.20005,0.85087,0.01081,0.68276,0.48414,0.28374,0.61308,0.49201,0.53029,0.43068,0.14714,0.74194,0.71335,0.78007,0.99188,0.78662,0.44628,0.16607,0.57325,0.95222,0.08198,0.85277,0.21048,0.90526,0.96834,0.88048,0.89343,0.55444,0.29987,0.77514,0.78026,0.11104,0.14641,0.35584,0.35773,0.08996,0.35560,0.85919,0.23608,0.79420,0.38486,0.96613,0.56451,0.95502,0.77384,0.03121
0.88214,0.16386,0.62203,0.33676,0.35167,0.97252,0.30022,0.57832,0.38322,0.36717,0.67128,0.74597,0.12746,0.08517,0.03055,0.70398,0.80254,0.18330,0.50284,0.56026,0.33333,0.73112,0.17462,0.86529,0.75192,0.40960,0.22952,0.23392,0.55494,0.34409,0.26405,0.20569,0.94779,0.80920,0.72162,0.79861,0.58728,0.89879,0.51835,0.96031,0.46813,0.66352,0.31099,0.68203,0.69094,0.87536,0.08135,0.07120,0.62960,0.14099,0.98863,0.37784,0.89721,0.56884,0.15985,0.60316,0.37963,0.47634,0.60021,0.35280,0.68068,0.66829,0.58812,0.97291,0.84631,0.00209,0.65456,0.40114,0.91583,0.73482,0.57261,0.24458,0.25033,0.59799,0.33396,0.53289,0.45902,0.71593,0.21276,0.26333,0.40500,0.98469,0.79689,0.41427,0.29401,0.18751,0.20212,0.76336,0.79227,0.87286,0.64872,0.23448,0.21932,0.94614,0.74429,0.23923,0.36117,0.10706,0.41488,0.42572,0.85128,0.59783,0.67017,0.79337,0.03277,0.15331,0.01544,0.26579,0.94250,0.65811,0.06903,0.02446,0.81671,0.85029,0.11512,0.69772,0.72258,0.21673,0.40493,0.13279,0.78443,0.12194,0.01440,0.40484,0.93005,0.60144,0.25651,0.49439,0.31128,0.48797,0.84190,0.93654,0.96906,0.77866,0.88847,0.77394,0.05511,0.76427,0.64505,0.34636,0.35939,0.00302,0.23649,0.67122,0.08739,0.13083,0.93693,0.91745,0.09063,0.05417,0.94543,0.44290,0.96325,0.38762,0.69955,0.37870,0.49581,0.11938,0.34211,0.63106,0.31989,0.51727,0.99769,0.82917,0.93609,0.65653,0.32553,0.18406,0.60436,0.99005,0.53040,0.45330,0.06118,0.12714,0.22787,0.00610,0.71557,0.89151,0.85946,0.06367,0.48182,0.97175,0.39790,0.01267,0.13149,0.67387,0.11699,0.32342,0.75566,0.56594,0.39454,0.89187,0.34802,0.79892,0.04729,0.95679,0.52030,0.09711,0.62002,0.50882,0.51581,0.11669,0.31175,0.85148,0.49121,0.96111,0.94895,0.74457,0.29039,0.96326,0.87579,0.65236,0.14901,0.95512,0.17568,0.78946,0.56006,0.76042,0.12621,0.77496,0.25223,0.20392,0.11459,0.85019,0.80096,0.84359,0.16186,0.65981,0.95002,0.92056,0.14271,0.65287,0.26343,0.44697,0.68775,0.82318,0.20646,0.20375,0.58960,0.03390,0.21616,0.20736,0.16575,0.31578,0.90508,0.49053,0.67065,0.68092,0.06980,0.79980,0.28210,0.56961,0.68714,0.88052,0.78449,0.68063
0.46861,0.98009,0.07128,0.33267,0.87973,0.49257,0.73042,0.37613,0.76109,0.78702,0.91690,0.32313,0.07883,0.87691,0.40458,0.05390,0.69958,0.38168,0.22791,0.09474,0.08034,0.90009,0.15524,0.36706,0.33781,0.22452,0.84024,0.39732,0.72417,0.24208,0.38632,0.22085,0.93687,0.49416,0.12388,0.28980,0.54591,0.07491,0.99398,0.82356,0.35858,0.20484,0.10022,0.93096,0.21717,0.41988,0.12834,0.24648,0.81679,0.29742,0.16258,0.12283,0.04486,0.64635,0.50737,0.98320,0.45508,0.41920,0.81770,0.48990,0.03757,0.16978,0.07898,0.91125,0.98856,0.77291,0.49543,0.94920,0.20554,0.02974,0.11142,0.70814,0.15025,0.89465,0.64870,0.83312,0.39705,0.29684,0.94100,0.19049,0.07957,0.74795,0.25905,0.70074,0.86971,0.50192,0.37787,0.76816,0.83241,0.99424,0.13477,0.22987,0.05472,0.77040,0.80967,0.52231,0.51000,0.69448,0.53261,0.61471,0.45793,0.11638,0.77851,0.12394,0.48898,0.99753,0.66836,0.18875,0.91598,0.77802,0.78253,0.27190,0.24660,0.48787,0.58474,0.36009,0.70555,0.92352,0.87572,0.91401,0.55393,0.23230,0.68556,0.88500,0.89880,0.55392,0.20642,0.22265,0.80134,0.35688,0.28325,0.41979,0.93602,0.24119,0.03611,0.67267,0.47936,0.06796,0.83049,0.03258,0.51752,0.33681,0.76602,0.64817,0.48179,0.94353,0.19781,0.88020,0.05289,0.74024,0.75805,0.56604,0.17217,0.56731,0.69560,0.09823,0.98664,0.80917,0.03172,0.63436,0.05831,0.10252,0.80124,0.00794,0.47234,0.26226,0.07873,0.79735,0.97192,0.64084,0.28740,0.55955,0.55154,0.38359,0.98295,0.48169,0.76161,0.95846,0.14534,0.01148,0.81880,0.62036,0.51891,0.16820,0.10906,0.05494,0.32944,0.03631,0.63200,0.10001,0.04563,0.95064,0.79802,0.99553,0.23331,0.78103,0.61504,0.72176,0.10482,0.25939,0.67740,0.89763,0.70225,0.39416,0.55854,0.68148,0.30648,0.11615,0.60973,0.77883,0.26802,0.37180,0.39817,0.66884,0.69884,0.02939,0.36388,0.86189,0.35465,0.78543,0.31062,0.44877,0.60207,0.40332,0.49417,0.63170,0.84668,0.67122,0.57265,0.00867,0.37344,0.68892,0.28108,0.36099,0.06241,0.77789,0.17236,0.42617,0.87939,0.39244,0.14597,0.27959,0.65031,0.79169,0.08772,0.98426,0.65884,0.44574,0.19301,0.92323,0.66032,0.31323,0.78917,0.51782,0.12480,0.98621
0.56219,0.40536,0.47629,0.02215,0.17578,0.63167,0.28477,0.19809,0.11546,0.98895,0.90319,0.76938,0.22934,0.21757,0.30628,0.14929,0.74840,0.96632,0.32416,0.61297,0.48484,0.30487,0.03694,0.10625,0.91220,0.51201,0.59076,0.67720,0.49724,0.73877,0.51768,0.40476,0.22362,0.91568,0.65202,0.41101,0.40821,0.81024,0.88517,0.65617,0.58494,0.41018,0.45493,0.51508,0.70858,0.20894,0.58892,0.54189,0.70612,0.80341,0.24333,0.43918,0.20275,0.16812,0.11803,0.55892,0.01436,0.20913,0.57779,0.80327,0.65776,0.85482,0.71734,0.82927,0.80116,0.62507,0.64158,0.45775,0.83390,0.91083,0.48081,0.64985,0.53036,0.75999,0.98397,0.17603,0.70752,0.40990,0.65408,0.76897,0.71557,0.07997,0.39369,0.17481,0.18160,0.31172,0.79802,0.77839,0.33650,0.70846,0.97576,0.57932,0.60545,0.57023,0.82830,0.96385,0.18936,0.54829,0.67620,0.26884,0.69439,0.00124,0.62049,0.01852,0.11356,0.20305,0.06071,0.13145,0.44854,0.49232,0.50011,0.63003,0.69096,0.94996,0.88233,0.76369,0.58869,0.52354,0.62836,0.43635,0.03133,0.81677,0.59113,0.35997,0.39440,0.49144,0.82885,0.63923,0.81598,0.74442,0.16826,0.14150,0.60273,0.28926,0.78095,0.88281,0.71140,0.54700,0.36254,0.59260,0.13487,0.75249,0.78488,0.06686,0.84885,0.95080,0.51134,0.89532,0.91064,0.26313,0.05023,0.86998,0.11592,0.35406,0.65708,0.25787,0.58541,0.36140,0.46943,0.54311,0.10567,0.77645,0.95722,0.29078,0.18917,0.25709,0.20640,0.69754,0.92768,0.81446,0.39505,0.61949,0.46023,0.89324,0.22179,0.05206,0.46098,0.40325,0.40739,0.28370,0.11479,0.79940,0.57967,0.28216,0.05800,0.91400,0.68309,0.16687,0.41250,0.64417,0.75593,0.03203,0.49876,0.26738,0.96655,0.23635,0.14815,0.22283,0.74901,0.55387,0.09983,0.28784,0.84598,0.67997,0.31228,0.16422,0.30227,0.64862,0.76126,0.12756,0.30075,0.93037,0.32105,0.15389,0.97220,0.00660,0.53619,0.74868,0.91897,0.34967,0.82068,0.19672,0.08450,0.50078,0.54877,0.67566,0.43559,0.62400,0.38312,0.17997,0.00277,0.60229,0.69573,0.57550,0.05893,0.11695,0.63322,0.85119,0.43771,0.17085,0.90495,0.00327,0.07385,0.80240,0.65864,0.46013,0.90326,0.12945,0.09788,0.21946,0.76473,0.28578,0.91218,0.39575,0.30331,0.98205
