0.62174,0.55116,0.19596,0.13571,0.69306,0.90231,0.02345,0.99259,0.51733,0.88890,0.90415,0.94186,0.43702,0.67755,0.11904,0.14865,0.43570,0.49270,0.12523,0.25558,0.82822,0.19386,0.09234,0.10107,0.90560,0.43342,0.42037,0.79760,0.69976,0.49068,0.01748,0.06509,0.34086,0.22030,0.67241,0.09756,0.47506,0.32734,0.76804,0.36080,0.27851,0.70129,0.72224,0.69733,0.28059,0.49365,0.01660,0.21737,0.78902,0.31109,0.40112,0.39268,0.83251,0.53464,0.01005,0.74259,0.82533,0.18338,0.56927,0.66800,0.54640,0.22031,0.58591,0.42708,0.28148,0.20056,0.14274,0.11858,0.40500,0.99007,0.76459,0.49211,0.00833,0.36261,0.22735,0.56584,0.22510,0.68940,0.30227,0.21961,0.71684,0.00922,0.72872,0.69705,0.16546,0.26009,0.83900,0.16881,0.84336,0.53009,0.51950,0.02156,0.13834,0.69341,0.55109,0.32281,0.54078,0.59057,0.92815,0.82216,0.88184,0.88691,0.78541,0.71312,0.93100,0.62938,0.45699,0.38546,0.96043,0.10543,0.82327,0.64027,0.40625,0.96111,0.21422,0.82984,0.36055,0.16573,0.33055,0.18530,0.24992,0.07026,0.98084,0.09879,0.75922,0.70374,0.99596,0.92153
0.58967,0.75065,0.37559,0.24446,0.09800,0.44082,0.56062,0.49205,0.57594,0.65774,0.77173,0.26970,0.66278,0.14013,0.88187,0.58158,0.04831,0.18715,0.29292,0.13157,0.71269,0.99868,0.47355,0.50401,0.76374,0.54877,0.80469,0.00639,0.38910,0.60565,0.85560,0.58244,0.12907,0.99132,0.02782,0.56566,0.29140,0.53891,0.25440,0.48718,0.02890,0.46758,0.60135,0.83231,0.20061,0.58795,0.79897,0.77644,0.35149,0.98504,0.58771,0.78682,0.10361,0.43549,0.81319,0.41190,0.88475,0.20410,0.60748,0.58089,0.15798,0.86538,0.90643,0.56347,0.84430,0.57428,0.08818,0.16040,0.15373,0.82224,0.57177,0.22447,0.40419,0.58872,0.95304,0.51539,0.85483,0.41759,0.71002,0.50769,0.38277,0.68489,0.35654,0.72589,0.72847,0.00648,0.82594,0.61013,0.50477,0.66937,0.28999,0.56396,0.69186,0.93670,0.12972,0.52485,0.72789,0.46861,0.48998,0.75886,0.17542,0.16457,0.46408,0.94111,0.08435,0.69208,0.61058,0.79394,0.32236,0.48879,0.14566,0.54481,0.00643,0.34200,0.89772,0.16696,0.53154,0.36001,0.90721,0.50361,0.63854,0.71798,0.99360,0.11494,0.03324,0.38023,0.58210,0.73476
0.64788,0.34655,0.96316,0.04772,0.50204,0.10237,0.21713,0.87278,0.90035,0.49721,0.88915,0.89721,0.38927,0.06914,0.71821,0.34158,0.77732,0.52982,0.54606,0.59304,0.08246,0.85572,0.42327,0.70472,0.39312,0.35464,0.43344,0.33631,0.37917,0.55280,0.59869,0.54302,0.72988,0.07623,0.94556,0.96420,0.58910,0.18365,0.33817,0.59195,0.00195,0.90296,0.71498,0.20129,0.03492,0.62002,0.32900,0.38694,0.08581,0.76206,0.51551,0.67145,0.23940,0.52757,0.00931,0.91147,0.89085,0.33749,0.06100,0.62474,0.71125,0.26019,0.93876,0.58149,0.63855,0.91400,0.50934,0.80936,0.86663,0.11250,0.89045,0.67181,0.60258,0.06686,0.92184,0.49722,0.00197,0.50268,0.28434,0.24382,0.13639,0.04056,0.89927,0.28763,0.72659,0.25252,0.33176,0.75665,0.33652,0.57461,0.18812,0.42520,0.42081,0.43239,0.53329,0.37033,0.45535,0.25465,0.02847,0.45994,0.91869,0.31004,0.01059,0.82953,0.86454,0.08438,0.54138,0.51168,0.60090,0.43745,0.44261,0.84233,0.70495,0.35602,0.75319,0.97982,0.37253,0.05680,0.06816,0.89983,0.45480,0.00481,0.70636,0.98954,0.40804,0.63857,0.74720,0.82215
0.64653,0.50952,0.71293,0.62729,0.14969,0.56253,0.44945,0.56080,0.38834,0.61931,0.76866,0.95625,0.62652,0.16600,0.50181,0.49225,0.78975,0.41446,0.77641,0.80093,0.87332,0.78846,0.34122,0.01992,0.83073,0.56444,0.39560,0.71495,0.29327,0.51244,0.12051,0.46332,0.38423,0.95228,0.56288,0.29802,0.39225,0.98732,0.55998,0.41502,0.06260,0.08108,0.11951,0.41069,0.01493,0.39216,0.03825,0.42288,0.60481,0.83879,0.41395,0.20241,0.35238,0.95171,0.96278,0.71467,0.72135,0.67524,0.00838,0.43828,0.40227,0.72758,0.58040,0.89744,0.43264,0.10658,0.77274,0.63485,0.04456,0.01959,0.35887,0.86973,0.93605,0.97873,0.75222,0.75121,0.37177,0.56571,0.25810,0.84392,0.37843,0.18088,0.22250,0.77123,0.94971,0.13776,0.84907,0.06089,0.72558,0.93788,0.53096,0.41054,0.40056,0.95441,0.32487,0.63778,0.26255,0.05788,0.46024,0.74492,0.62991,0.62979,0.99736,0.90245,0.88108,0.29613,0.02842,0.91722,0.62180,0.17172,0.75099,0.59210,0.43343,0.76719,0.96870,0.75297,0.63853,0.41640,0.22401,0.68953,0.70691,0.47666,0.43416,0.29396,0.98275,0.87327,0.53752,0.66304
0.17375,0.26058,0.93434,0.95731,0.24988,0.48243,0.46611,0.92672,0.42338,0.17403,0.13966,0.63079,0.54131,0.44391,0.17534,0.78375,0.81919,0.54219,0.34969,0.06622,0.09682,0.70052,0.20255,0.09156,0.18518,0.98669,0.53018,0.53817,0.60815,0.03606,0.19204,0.61481,0.17052,0.00888,0.63702,0.11647,0.68079,0.39528,0.51444,0.23323,0.08506,0.12879,0.03768,0.64273,0.38371,0.31974,0.37713,0.61163,0.13217,0.35271,0.64604,0.53913,0.70742,0.61367,0.95599,0.17384,0.87402,0.34688,0.20548,0.37405,0.52869,0.58089,0.36175,0.28863,0.08585,0.75250,0.00282,0.98744,0.67614,0.53188,0.35061,0.50831,0.46877,0.54429,0.90316,0.82808,0.87718,0.56552,0.42596,0.60997,0.02571,0.70724,0.21010,0.14596,0.96405,0.43996,0.43790,0.48061,0.69807,0.15181,0.30289,0.45769,0.49738,0.78020,0.76297,0.74678,0.06693,0.25178,0.07991,0.34527,0.81690,0.03797,0.77885,0.02083,0.08460,0.14465,0.12376,0.11882,0.99315,0.75466,0.59661,0.26426,0.28941,0.87712,0.73582,0.62648,0.90410,0.73729,0.16585,0.96254,0.51897,0.00258,0.43947,0.21706,0.40949,0.62712,0.19035,0.73792
0.11255,0.88995,0.92305,0.53023,0.65877,0.07652,0.93561,0.17979,0.63979,0.58538,0.05066,0.45605,0.79902,0.76716,0.81576,0.28517,0.12641,0.29373,0.46269,0.13946,0.64441,0.92506,0.20160,0.76768,0.56961,0.62040,0.45230,0.59984,0.09536,0.26616,0.63982,0.59816,0.91708,0.89606,0.33155,0.33282,0.08873,0.99676,0.18414,0.73555,0.75134,0.88889,0.17166,0.18527,0.52937,0.59489,0.26311,0.60177,0.92914,0.27851,0.37782,0.60415,0.80107,0.85340,0.91260,0.94828,0.57688,0.03676,0.09051,0.34913,0.04722,0.33905,0.75721,0.14144,0.12309,0.73349,0.07354,0.14616,0.92175,0.63846,0.83537,0.27945,0.66504,0.16148,0.42079,0.47421,0.14083,0.31695,0.64391,0.57453,0.38242,0.75389,0.11673,0.81968,0.81154,0.41184,0.67016,0.78091,0.15259,0.67698,0.80326,0.26536,0.37328,0.40427,0.12709,0.69071,0.61113,0.25972,0.71342,0.01231,0.61271,0.80510,0.19689,0.17879,0.43970,0.22784,0.36793,0.95097,0.84898,0.97920,0.86167,0.05449,0.04078,0.12198,0.28262,0.76357,0.82149,0.57858,0.53884,0.77290,0.50647,0.55911,0.52076,0.65449,0.80388,0.19696,0.74073,0.55616
0.79156,0.89525,0.17370,0.15489,0.92008,0.88380,0.82195,0.26892,0.45879,0.35617,0.17279,0.02809,0.83486,0.32755,0.27155,0.66844,0.38381,0.32542,0.47245,0.15919,0.95407,0.01335,0.41983,0.78021,0.51303,0.76446,0.87626,0.29994,0.08624,0.03676,0.82271,0.12532,0.04717,0.98042,0.98306,0.03669,0.66996,0.27571,0.68902,0.35167,0.51427,0.21721,0.03749,0.95771,0.84702,0.95224,0.75768,0.71548,0.87245,0.25963,0.70704,0.17028,0.08107,0.32045,0.84105,0.04834,0.25057,0.38302,0.33815,0.57701,0.06594,0.25939,0.86084,0.76508,0.74314,0.12164,0.08596,0.93316,0.36834,0.92404,0.12415,0.12703,0.62216,0.10676,0.48050,0.85806,0.72521,0.22165,0.62327,0.54408,0.26483,0.31376,0.65584,0.71609,0.98845,0.77576,0.63458,0.17925,0.02237,0.28854,0.45860,0.07076,0.74719,0.69858,0.94276,0.06410,0.45965,0.92032,0.71737,0.71386,0.38914,0.91983,0.46526,0.34085,0.77745,0.88724,0.58767,0.77211,0.64123,0.68800,0.93747,0.35545,0.80358,0.10487,0.76163,0.74080,0.27882,0.64218,0.71221,0.90235,0.52286,0.75107,0.93377,0.92527,0.30845,0.13760,0.45305,0.82008
0.70850,0.75938,0.85275,0.69950,0.29471,0.13767,0.68402,0.92282,0.88424,0.35628,0.36938,0.14361,0.10986,0.27980,0.38845,0.45736,0.26110,0.50347,0.55447,0.19053,0.79309,0.99956,0.80043,0.12709,0.87787,0.98613,0.01064,0.17899,0.80333,0.23826,0.22935,0.07969,0.69449,0.16668,0.82981,0.27158,0.27912,0.04655,0.36251,0.91127,0.13699,0.47523,0.91384,0.35534,0.50707,0.11304,0.94085,0.02337,0.77285,0.32568,0.08191,0.44687,0.75717,0.41001,0.68687,0.19968,0.34738,0.06889,0.01211,0.91555,0.34433,0.77128,0.28280,0.72065,0.62369,0.82791,0.47173,0.82946,0.64824,0.14817,0.64014,0.35866,0.47941,0.96330,0.25451,0.96507,0.55180,0.18908,0.07358,0.90017,0.43173,0.59570,0.40777,0.00709,0.51179,0.66339,0.24617,0.69737,0.58735,0.46199,0.78321,0.60980,0.95022,0.42814,0.31460,0.79228,0.34608,0.94853,0.09084,0.51012,0.69651,0.99601,0.64732,0.23469,0.68402,0.86684,0.50209,0.72988,0.65769,0.43979,0.50632,0.16832,0.60213,0.84541,0.24618,0.45681,0.57577,0.58096,0.93883,0.08616,0.70560,0.63634,0.38380,0.05891,0.87346,0.82801,0.70131,0.96580
0.47549,0.32894,0.96029,0.55011,0.50463,0.92094,0.92439,0.18033,0.69414,0.99388,0.73187,0.32625,0.55687,0.14521,0.53726,0.98001,0.21092,0.43709,0.76237,0.35309,0.87387,0.43092,0.85323,0.12846,0.68968,0.81596,0.27905,0.57542,0.01296,0.40455,0.77744,0.75989,0.99342,0.71126,0.00057,0.20465,0.17370,0.78636,0.73868,0.50201,0.12892,0.67774,0.98454,0.21250,0.46609,0.86098,0.87845,0.66746,0.41044,0.19090,0.22593,0.64211,0.12936,0.38143,0.32985,0.91353,0.52790,0.31155,0.51392,0.36150,0.00249,0.31180,0.80080,0.86360,0.46359,0.81467,0.03546,0.51218,0.93715,0.00644,0.62818,0.38886,0.00288,0.07214,0.57545,0.15136,0.32749,0.01267,0.95648,0.46440,0.36696,0.42684,0.27385,0.37025,0.73838,0.11452,0.07784,0.78146,0.13782,0.46575,0.84817,0.77391,0.61575,0.36387,0.92118,0.09385,0.45584,0.99537,0.93276,0.43369,0.19266,0.06355,0.97010,0.09982,0.19441,0.02245,0.02153,0.40581,0.00598,0.36595,0.09835,0.44716,0.29860,0.08071,0.24993,0.30759,0.27177,0.23292,0.84384,0.77295,0.78247,0.00992,0.50380,0.55128,0.30782,0.26665,0.44002,0.37073
0.21736,0.12571,0.76236,0.19044,0.64121,0.56062,0.91001,0.55301,0.13441,0.79407,0.81520,0.56332,0.21522,0.90836,0.79323,0.80572,0.87781,0.28904,0.02479,0.67040,0.76814,0.54691,0.92194,0.34740,0.21273,0.42416,0.16051,0.91245,0.59755,0.63973,0.52622,0.06984,0.42145,0.46919,0.18048,0.50887,0.95150,0.95611,0.88626,0.01245,0.50692,0.19511,0.45563,0.44448,0.81477,0.78085,0.02641,0.97334,0.62809,0.04594,0.15104,0.52109,0.96209,0.92403,0.62968,0.72433,0.36170,0.34188,0.98387,0.41247,0.57536,0.11312,0.57782,0.99200,0.05582,0.17209,0.89208,0.16135,0.35376,0.51934,0.16249,0.35457,0.35762,0.07154,0.28811,0.68139,0.95058,0.96012,0.91228,0.20219,0.08525,0.19374,0.30463,0.73107,0.42893,0.66459,0.70099,0.33603,0.24706,0.68478,0.71439,0.23299,0.15208,0.03905,0.98373,0.91007,0.86305,0.55619,0.71634,0.73409,0.75547,0.82331,0.94321,0.03268,0.02382,0.73958,0.35298,0.51131,0.02999,0.83967,0.79990,0.49708,0.40870,0.91792,0.75039,0.41344,0.86051,0.03418,0.76579,0.39641,0.32139,0.89832,0.15843,0.51046,0.57878,0.95560,0.59146,0.42570
